ID,area_calc,elev_mean,elev_med,elev_std,elev_ran,slope_mean,mvert_dist,mvert_ang,elon_ratio,strm_dens,p_mean,et0_mean,eta_mean,arid_1,arid_2,p_season,frac_snow,hi_prec_fr,hi_prec_du,hi_prec_ti,lo_prec_fr,lo_prec_du,lo_prec_ti,lc_dom,agr_fra,bare_fra,forest_fra,glac_fra,lake_fra,urban_fra,lai_max,lai_diff,ndvi_max,ndvi_min,gvf_max,gvf_diff,bedrk_dep,root_dep,soil_poros,soil_condu,soil_tawc,sand_fra,silt_fra,clay_fra,grav_fra,oc_fra,gc_dom,gc_ig_fra,gc_mt_fra,gc_pa_fra,gc_pb_fra,gc_pi_fra,gc_py_fra,gc_sc_fra,gc_sm_fra,gc_ss_fra,gc_su_fra,gc_va_fra,gc_vb_fra,gc_wb_fra,geol_perme,geol_poros,govnr,name,river,area_gov,elev,lon,lat,country,fedstate,region,obsbeg_day,obsbeg_hr,obsend,gaps_pre,gaps_post,area_ratio,nrs_euhyd,nrs_rivat,typimpact,diur_art,diur_glac,degimpact,h1989_q_mean,h1989_runoff_ratio,h1989_stream_elas,h1989_slope_fdc,h1989_baseflow_index_ladson,h1989_baseflow_index_lfstat,h1989_hfd_mean,h1989_Q5,h1989_Q95,h1989_high_q_freq,h1989_high_q_dur,h1989_low_q_freq,h1989_low_q_dur,h1989_zero_q_freq,h1981_q_mean,h1981_runoff_ratio,h1981_stream_elas,h1981_slope_fdc,h1981_baseflow_index_ladson,h1981_baseflow_index_lfstat,h1981_hfd_mean,h1981_Q5,h1981_Q95,h1981_high_q_freq,h1981_high_q_dur,h1981_low_q_freq,h1981_low_q_dur,h1981_zero_q_freq,wb_P,wb_PCRPS,wb_PERA5,wb_PMSW,wb_PET,wb_ET0,wb_ETA,wb_Q1,wb_Q2,transfer_count,has_transfer,is_impacted,valid_runoff_days
349,212.854,330,318,63,254,38,21.7,133,0.76,0.42,1.84,2.6,1.72,1.41,1.74,0.45,0.07,17.1,1.2,jja,238.85,3.8,djf,211,0.83,0.0,0.109,0.0,0.0,0.059,2.36,2.16,0.68,0.2,0.8,0.66,7.84,1.16,0.48,0.203,0.16,0.333,0.437,0.23,0.111,0.008,sm,0.0,0.159,0.19,0.0,0.0,0.0,0.017,0.623,0.0,0.01,0.0,0.0,0.0,-13.5,0.125,208041,Hollenstein,Schmida,212.0,226,4758259,2844420,AUT,LAT,Danube between Enns and Morava,1981,1976,0,0.0,0.0,1.004,RL35126632,20410093.0,B,0,0,m,0.109,0.059,2.354,1.527,0.707,0.7,191.85,0.026,0.294,3.55,2.367,10.35,4.312,0.0,0.119,0.065,1.589,1.696,0.726,0.716,190.25,0.026,0.315,2.972,2.432,14.667,6.14,0.0,1.84,1.77,1.83,1.48,3.58,2.6,1.72,0.11,0.12,0,0,1,13514
357,180.405,478,472,89,629,148,21.7,113,0.699,0.32,2.35,2.54,1.87,1.08,1.34,0.39,0.1,15.2,1.23,jja,220.95,3.44,djf,311,0.181,0.0,0.782,0.0,0.0,0.037,5.31,4.89,0.85,0.33,0.94,0.64,2.26,0.52,0.48,0.383,0.08,0.402,0.362,0.237,0.066,0.011,sm,0.0,0.0,0.0,0.0,0.0,0.0,0.298,0.702,0.0,0.0,0.0,0.0,0.0,-12.3,0.151,208090,Cholerakapelle,Schwechat,181.0,255,4781048,2785909,AUT,LAT,Danube between Enns and Morava,1981,1976,0,0.0,0.0,0.997,RL35122910,20425877.0,-,0,0,l,0.765,0.326,1.614,2.345,0.505,0.468,179.2,0.109,2.384,10.4,2.667,46.0,9.684,0.0,0.739,0.32,1.186,2.276,0.518,0.475,174.444,0.113,2.359,10.056,2.397,38.778,9.184,0.0,2.35,2.11,2.09,2.21,8.63,2.54,1.87,0.77,0.74,0,0,0,13514
366,49.936,760,736,148,1036,296,11.5,28,0.695,0.38,3.16,2.44,1.75,0.77,0.94,0.45,0.16,13.25,1.23,jja,187.65,2.95,djf,312,0.051,0.0,0.935,0.0,0.0,0.002,3.78,3.09,0.73,0.37,0.81,0.45,0.66,0.37,0.5,0.112,0.07,0.329,0.404,0.267,0.105,0.018,sc,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.8,0.06,208272,Gutenstein (Kirche),Piesting,50.3,478,4761071,2768857,AUT,LAT,Danube between Enns and Morava,1981,1979,0,0.0,0.0,0.993,RL35121643,20430093.0,-,0,0,l,1.764,0.559,0.702,0.983,0.747,0.752,183.4,0.852,3.956,1.5,1.765,0.0,0.0,0.0,1.652,0.53,1.098,0.981,0.759,0.762,183.611,0.798,3.635,1.028,1.762,0.0,0.0,0.0,3.16,2.49,2.82,3.16,3.64,2.44,1.75,1.76,1.65,0,0,0,13514
367,229.466,715,700,159,1125,267,19.1,54,0.894,0.38,3.0,2.47,1.77,0.82,1.01,0.45,0.13,13.85,1.24,jja,194.5,3.04,djf,312,0.089,0.0,0.888,0.0,0.0,0.021,4.04,3.36,0.74,0.36,0.83,0.48,0.85,0.39,0.5,0.139,0.07,0.341,0.416,0.243,0.114,0.019,sc,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.8,0.06,208140,Oed (Bruecke),Piesting,226.0,388,4771158,2770027,AUT,LAT,Danube between Enns and Morava,2003,2003,0,0.0,0.0,1.015,RL35121689,20429987.0,E,0,0,s,,,,,,,,,,,,,,,0.641,0.206,1.98,2.328,0.697,0.705,194.357,0.066,1.651,2.857,2.667,64.637,11.753,0.0,3.0,2.54,2.81,2.91,3.86,2.47,1.77,,0.64,0,0,1,5415
370,329.017,631,643,211,1292,221,42.8,65,0.479,0.38,2.84,2.53,1.79,0.89,1.1,0.45,0.12,14.4,1.24,jja,199.9,3.15,djf,312,0.147,0.0,0.761,0.0,0.0,0.076,3.56,2.95,0.72,0.35,0.81,0.47,5.6,0.4,0.49,0.235,0.07,0.342,0.408,0.25,0.113,0.018,sc,0.0,0.0,0.0,0.0,0.0,0.0,0.792,0.208,0.0,0.0,0.0,0.0,0.0,-11.9,0.087,208306,Tattendorf,Piesting,315.0,221,4793822,2778009,AUT,LAT,Danube between Enns and Morava,1981,1976,0,0.0,0.0,1.044,RL35122370,20428965.0,E,1,0,s,0.74,0.26,0.911,1.161,0.774,0.793,184.55,0.302,1.603,1.1,2.0,0.05,1.0,0.0,0.71,0.253,1.062,1.215,0.786,0.797,182.361,0.298,1.48,0.694,1.923,0.0,0.0,0.0,2.84,2.42,2.71,2.68,3.86,2.53,1.79,0.74,0.71,0,0,1,13514
375,481.406,197,165,55,245,37,41.4,131,0.597,0.4,1.88,2.8,1.8,1.49,1.76,0.39,0.06,17.65,1.25,jja,242.05,3.93,djf,211,0.75,0.0,0.103,0.0,0.002,0.131,1.91,1.72,0.63,0.21,0.74,0.58,30.52,1.15,0.48,0.258,0.16,0.312,0.457,0.231,0.117,0.009,sm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.19,208454,Leopoldsdorf im Marchfelde,Russbach,437.5,145,4819588,2813049,AUT,LAT,Danube between Enns and Morava,1981,1977,0,29.901,29.898,1.1,RL35124952,20419386.0,"E,I",0,0,s,,,,,,,,,,,,,,,0.575,0.312,2.444,1.855,0.868,0.865,173.306,0.017,1.134,0.0,0.0,89.392,47.258,0.006,1.88,1.73,1.88,1.53,3.79,2.8,1.8,,0.58,0,0,1,13109
376,540.563,191,162,54,246,35,54.1,124,0.485,0.42,1.88,2.81,1.79,1.49,1.75,0.39,0.06,17.65,1.24,jja,242.85,3.98,djf,211,0.773,0.0,0.092,0.0,0.002,0.12,1.92,1.74,0.63,0.21,0.74,0.58,32.66,1.17,0.48,0.253,0.16,0.306,0.465,0.23,0.12,0.009,sm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.19,209262,Engelhartstetten,Russbach,497.8,138,4833115,2809979,AUT,LAT,Danube between Enns and Morava,1981,1979,0,48.625,48.622,1.086,RL35124569,20420604.0,"E,I",0,0,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88,1.72,1.87,1.54,3.83,2.81,1.79,,0.0,0,0,1,12855
387,1405.428,555,549,58,457,56,47.8,177,0.885,0.39,2.1,2.23,1.5,1.06,1.3,0.39,0.11,15.2,1.18,jja,215.95,3.44,djf,211,0.648,0.0,0.309,0.0,0.002,0.037,2.93,2.61,0.7,0.18,0.83,0.71,1.05,0.99,0.47,0.57,0.13,0.462,0.33,0.208,0.105,0.008,mt,0.0,0.67,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.0,-13.6,0.023,208629,Raabs an der Thaya,Thaya,1405.8,395,4724333,2874166,AUT,LAT,Morava,1981,1977,0,0.0,0.0,1.0,RL35128009,20402576.0,"A,K",0,0,m,0.452,0.216,2.575,2.279,0.578,0.568,168.75,0.071,1.389,7.8,3.391,34.85,6.279,0.0,0.462,0.222,2.134,2.332,0.588,0.551,169.167,0.073,1.419,7.25,3.222,32.25,7.302,0.0,2.1,1.94,2.12,1.75,3.95,2.23,1.5,0.45,0.46,0,0,1,13514
393,12616.731,423,451,153,709,60,136.7,119,0.928,0.38,1.95,2.44,1.62,1.25,1.56,0.39,0.09,14.6,1.23,jja,219.7,3.52,djf,211,0.649,0.0,0.278,0.0,0.006,0.056,2.91,2.64,0.68,0.19,0.81,0.67,6.01,1.2,0.47,0.488,0.15,0.436,0.338,0.226,0.116,0.007,mt,0.0,0.409,0.107,0.004,0.047,0.0,0.024,0.119,0.09,0.201,0.0,0.0,0.0,-12.3,0.088,207290,Bernhardsthal (Staatsgrenzpunkt IX),Thaya,12623.0,153,4827243,2868429,AUT,LAT,Morava,1999,1999,0,0.0,0.0,1.0,RL35127744,20406046.0,"A,K",1,0,s,,,,,,,,,,,,,,,0.254,0.128,0.889,1.674,0.696,0.666,167.222,0.077,0.711,1.778,3.556,0.0,0.0,0.0,1.95,1.69,2.01,1.42,3.75,2.44,1.62,,0.25,0,0,1,6940
397,25615.598,390,371,170,1367,68,207.5,178,0.87,0.4,2.02,2.45,1.65,1.21,1.45,0.37,0.1,13.5,1.23,jja,214.15,3.44,djf,211,0.612,0.0,0.305,0.0,0.005,0.062,3.12,2.87,0.7,0.19,0.83,0.69,8.41,1.22,0.47,0.405,0.16,0.425,0.343,0.231,0.115,0.007,su,0.0,0.242,0.055,0.003,0.023,0.001,0.021,0.154,0.229,0.27,0.0,0.001,0.0,-12.2,0.13,207324,Angern an der March,March,25623.8,140,4826578,2831163,AUT,LAT,Morava,1981,1997,0,0.0,0.0,1.0,RL35125921,20415697.0,A,1,0,s,0.338,0.167,1.283,1.943,0.674,0.683,176.1,0.085,0.897,2.35,7.833,8.35,10.438,0.0,0.343,0.171,0.811,1.969,0.689,0.695,175.056,0.086,0.9,1.611,6.444,7.417,8.9,0.0,2.02,1.74,2.07,1.51,3.63,2.45,1.65,0.34,0.34,0,0,1,13514
406,114.514,826,775,265,1660,249,18.6,116,0.649,0.56,3.04,2.45,1.73,0.81,0.91,0.49,0.13,14.0,1.21,jja,191.25,2.99,djf,312,0.182,0.016,0.717,0.0,0.0,0.045,3.75,3.2,0.72,0.31,0.83,0.54,0.87,0.34,0.49,0.161,0.06,0.333,0.399,0.268,0.114,0.018,sc,0.0,0.059,0.0,0.0,0.0,0.0,0.923,0.018,0.0,0.0,0.0,0.0,0.0,-11.8,0.06,208744,Ternitz (Strassenbruecke),Sierning,114.1,389,4773513,2751940,AUT,LAT,Leitha,1981,1976,2018,0.0,0.0,1.004,RL35083764,20434599.0,E,0,0,m,0.828,0.272,1.642,1.527,0.768,0.797,193.9,0.27,1.883,0.05,1.0,2.0,5.0,0.0,0.785,0.261,1.699,1.46,0.782,0.807,194.667,0.257,1.746,0.028,1.0,1.667,4.0,0.0,3.04,2.7,2.93,2.95,3.6,2.45,1.73,0.83,0.79,0,0,1,13514
415,92.703,443,387,187,882,100,16.2,81,0.67,0.51,2.65,2.65,1.82,1.0,1.36,0.48,0.09,15.05,1.22,jja,209.55,3.21,djf,211,0.414,0.01,0.388,0.0,0.0,0.145,2.57,2.09,0.67,0.33,0.79,0.47,9.84,0.35,0.49,0.431,0.06,0.329,0.397,0.274,0.112,0.018,sm,0.0,0.0,0.0,0.0,0.0,0.0,0.297,0.703,0.0,0.0,0.0,0.0,0.0,-12.3,0.151,208918,Wiener Neustadt (Reitweg),Warme Fischa,92.5,263,4786477,2764762,AUT,LAT,Leitha,1981,1978,0,0.0,0.0,1.002,RL35085238,20431430.0,I,0,0,m,0.201,0.076,1.09,1.608,0.813,0.801,190.55,0.064,0.449,0.0,0.0,3.2,2.0,0.0,0.209,0.08,1.338,1.767,0.827,0.822,188.556,0.057,0.462,0.0,0.0,8.333,3.75,0.0,2.65,2.34,2.6,2.29,3.74,2.65,1.82,0.2,0.21,0,0,1,13514
431,76.675,387,349,121,514,109,10.1,50,0.978,0.44,2.27,2.7,1.77,1.19,1.46,0.46,0.08,18.1,1.22,jja,228.7,3.55,djf,211,0.39,0.0,0.484,0.0,0.0,0.126,3.37,2.98,0.73,0.33,0.85,0.54,3.65,0.99,0.48,0.69,0.15,0.409,0.353,0.238,0.099,0.006,sm,0.0,0.326,0.0,0.0,0.0,0.003,0.0,0.671,0.0,0.0,0.0,0.0,0.0,-14.5,0.131,210070,Walbersdorf,Wulka,78.1,219,4802136,2757178,AUT,BLD,Rabnitz,1983,1983,0,0.0,0.0,0.982,RL35085124,20433783.0,-,0,0,l,0.253,0.112,1.417,1.709,0.713,0.687,192.4,0.072,0.598,1.3,1.3,4.45,4.238,0.0,0.256,0.113,0.989,1.456,0.731,0.711,188.794,0.077,0.59,1.176,1.29,4.0,4.121,0.0,2.27,2.15,2.45,2.12,4.36,2.7,1.77,0.25,0.26,0,0,0,12784
432,218.621,304,262,118,570,73,18.7,46,0.894,0.38,2.19,2.72,1.83,1.24,1.56,0.44,0.07,17.7,1.22,jja,231.05,3.58,djf,211,0.565,0.0,0.314,0.0,0.0,0.118,2.74,2.44,0.7,0.28,0.81,0.56,8.3,1.11,0.48,0.483,0.16,0.369,0.404,0.227,0.109,0.007,sm,0.0,0.182,0.0,0.0,0.0,0.001,0.0,0.817,0.0,0.0,0.0,0.0,0.0,-14.7,0.157,210088,Wulkaprodersdorf (Bundesstrasse B16),Wulka,220.1,162,4807673,2763796,AUT,BLD,Rabnitz,1981,1976,0,0.0,0.0,0.993,RL35085152,20432152.0,-,0,0,l,0.187,0.085,1.593,1.621,0.722,0.699,182.2,0.043,0.437,1.35,1.588,11.25,3.947,0.0,0.199,0.092,0.821,1.509,0.719,0.7,181.583,0.052,0.458,2.083,1.562,8.528,4.264,0.0,2.19,2.05,2.35,2.01,3.94,2.72,1.83,0.19,0.2,0,0,0,13514
445,268.126,869,839,228,1320,163,21.8,113,0.848,0.76,2.76,2.44,1.65,0.88,0.87,0.54,0.11,16.45,1.17,jja,203.25,3.15,djf,312,0.416,0.0,0.539,0.0,0.0,0.023,3.98,3.54,0.74,0.31,0.85,0.57,0.97,0.65,0.47,0.415,0.11,0.452,0.35,0.198,0.125,0.011,mt,0.0,0.918,0.0,0.0,0.0,0.0,0.037,0.045,0.0,0.0,0.0,0.0,0.0,-13.2,0.02,210997,Rohrbach an der Lafnitz,Lafnitz,268.5,419,4774053,2715090,AUT,STY,Raab,1981,1976,0,0.0,0.0,0.999,RL35079116,20444010.0,-,0,0,l,0.743,0.269,1.884,1.024,0.815,0.834,201.9,0.337,1.556,0.05,1.0,0.0,0.0,0.0,0.837,0.304,0.693,1.205,0.804,0.822,202.194,0.37,1.758,0.25,1.125,0.0,0.0,0.0,2.76,2.74,3.11,2.65,3.45,2.44,1.65,0.74,0.84,0,0,0,13514
450,57.878,713,696,178,866,136,9.6,156,0.896,0.96,2.54,2.49,1.66,0.98,0.96,0.53,0.09,17.1,1.18,jja,216.2,3.38,djf,242,0.521,0.0,0.437,0.0,0.0,0.043,3.76,3.31,0.75,0.35,0.86,0.53,1.28,0.64,0.48,0.579,0.11,0.445,0.353,0.202,0.119,0.012,mt,0.0,0.901,0.0,0.0,0.0,0.0,0.0,0.099,0.0,0.0,0.0,0.0,0.0,-14.2,0.028,211631,Poellau (Saifenbach),Saifenbach,57.5,397,4762655,2704007,AUT,STY,Raab,1981,1981,0,14.365,14.362,1.007,RL35077748,20446721.0,-,0,0,l,0.641,0.252,2.179,1.394,0.67,0.643,198.55,0.175,1.603,3.5,1.75,6.55,4.517,0.0,0.684,0.268,1.478,1.546,0.673,0.653,198.222,0.173,1.772,3.496,1.676,6.457,4.771,0.0,2.54,2.7,3.12,2.43,3.35,2.49,1.66,0.64,0.68,0,0,0,13319
457,133.137,749,704,225,1206,154,20.2,139,0.645,0.61,2.6,2.5,1.69,0.96,0.99,0.54,0.1,16.95,1.19,jja,214.5,3.3,djf,313,0.347,0.0,0.599,0.0,0.0,0.046,4.13,3.67,0.76,0.32,0.87,0.56,2.06,0.61,0.47,0.58,0.1,0.431,0.358,0.211,0.103,0.01,mt,0.0,0.632,0.0,0.0,0.0,0.0,0.0,0.368,0.0,0.0,0.0,0.0,0.0,-14.3,0.076,210419,Pinkafeld,Pinka,134.1,384,4782879,2714353,AUT,BLD,Raab,1987,1987,0,0.0,0.0,0.993,RL35079465,,-,0,0,l,0.652,0.25,2.226,1.371,0.768,0.772,193.45,0.237,1.442,0.2,1.0,1.25,2.273,0.0,0.675,0.256,1.679,1.377,0.755,0.747,196.567,0.235,1.546,0.3,1.125,1.7,3.188,0.0,2.6,2.47,2.82,2.4,3.71,2.5,1.69,0.65,0.68,0,0,0,11323
469,114.008,624,619,90,492,148,16.0,88,0.753,0.4,2.44,2.58,1.7,1.06,1.14,0.51,0.09,17.15,1.19,jja,218.85,3.39,djf,313,0.53,0.0,0.439,0.0,0.0,0.032,3.7,3.37,0.75,0.29,0.89,0.62,1.2,0.66,0.47,0.612,0.11,0.434,0.362,0.205,0.126,0.01,mt,0.0,0.67,0.0,0.0,0.0,0.0,0.051,0.278,0.0,0.0,0.0,0.0,0.0,-13.1,0.063,210302,Kirchschlag in der Buckl. Welt,Zoebernbach,113.6,408,4795573,2730043,AUT,LAT,Raab,1981,1976,0,0.0,0.0,1.004,RL35080792,20443333.0,-,0,0,l,0.526,0.216,2.641,1.65,0.687,0.673,188.0,0.116,1.345,2.55,2.125,14.25,5.182,0.0,0.568,0.234,2.011,1.714,0.698,0.688,189.667,0.134,1.432,2.111,2.235,11.056,4.628,0.0,2.44,2.33,2.73,2.31,3.96,2.58,1.7,0.53,0.57,0,0,0,13514
472,160.959,1832,1867,334,1638,367,22.8,114,0.628,0.76,3.76,1.96,1.01,0.52,0.44,0.39,0.38,10.7,1.09,jja,165.05,2.85,djf,321,0.048,0.111,0.326,0.0,0.0,0.01,3.15,3.07,0.66,0.03,0.83,0.93,0.54,0.52,0.46,0.033,0.08,0.52,0.297,0.183,0.138,0.02,mt,0.0,0.729,0.0,0.0,0.0,0.0,0.271,0.0,0.0,0.0,0.0,0.0,0.0,-12.4,0.024,203828,Unterweissburg,Zederhausbach,161.9,1060,4594586,2671530,AUT,SBG,Mur,1981,1981,0,0.0,0.0,0.994,RL35073828,20452232.0,-,1,0,s,2.145,0.571,1.082,1.894,0.697,0.701,237.1,0.501,5.922,0.25,1.0,9.9,1.96,0.0,2.141,0.569,1.135,2.031,0.707,0.718,238.028,0.512,5.914,0.167,1.0,8.694,2.087,0.0,3.76,3.55,4.03,5.16,6.31,1.96,1.01,2.15,2.14,0,0,0,13514
473,289.866,1849,1882,369,1918,379,25.3,112,0.758,0.8,3.72,1.95,1.01,0.52,0.44,0.4,0.38,11.15,1.09,jja,167.4,2.87,djf,321,0.051,0.154,0.339,0.0,0.002,0.011,3.06,2.98,0.64,0.03,0.82,0.92,0.56,0.55,0.46,0.033,0.09,0.536,0.291,0.173,0.128,0.019,mt,0.0,0.703,0.116,0.0,0.0,0.0,0.181,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,0.019,203752,St. Michael i. Lg. (Mur),Mur,289.2,1042,4597206,2671169,AUT,SBG,Mur,1981,1976,0,0.0,0.0,1.002,RL35073637,20452370.0,A,1,0,s,2.345,0.631,0.718,1.84,0.721,0.677,237.45,0.687,5.683,0.05,1.0,1.4,1.333,0.0,2.363,0.634,0.705,1.912,0.736,0.722,239.417,0.651,5.728,0.111,1.333,1.722,1.476,0.0,3.72,3.55,4.04,5.21,5.74,1.95,1.01,2.35,2.36,0,0,1,13514
477,48.068,1760,1761,405,1778,397,15.4,157,0.51,0.72,3.68,1.94,1.12,0.53,0.43,0.38,0.33,10.6,1.11,jja,162.2,2.8,djf,312,0.122,0.2,0.359,0.0,0.0,0.001,2.54,2.41,0.61,0.07,0.78,0.83,0.65,0.68,0.45,0.032,0.11,0.54,0.287,0.173,0.102,0.018,mt,0.0,0.921,0.0,0.0,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.0,0.0,-14.2,0.024,203992,St. Andrae,Goeriachbach,48.4,1053,4608793,2678066,AUT,SBG,Mur,1993,1993,0,0.0,0.0,0.993,RL35074788,20450693.0,-,0,0,l,,,,,,,,,,,,,,,2.288,0.605,0.81,2.55,0.683,0.737,242.292,0.43,6.793,0.083,1.0,23.375,11.449,0.0,3.68,3.58,4.05,4.04,6.23,1.94,1.12,,2.29,0,0,0,9131
483,173.846,1461,1402,411,1764,305,24.2,123,0.614,0.74,3.39,2.02,1.29,0.6,0.5,0.46,0.26,10.85,1.1,jja,170.65,2.86,djf,312,0.2,0.022,0.486,0.0,0.0,0.016,3.44,3.21,0.7,0.15,0.85,0.78,0.78,0.63,0.46,0.061,0.1,0.493,0.316,0.191,0.116,0.011,mt,0.0,0.89,0.0,0.0,0.0,0.0,0.057,0.0,0.0,0.0,0.0,0.053,0.0,-12.9,0.017,211995,Katsch,Katschbach,176.0,765,4645424,2679382,AUT,STY,Mur,2000,2000,0,0.0,0.0,0.988,RL35074627,20451078.0,-,0,0,l,,,,,,,,,,,,,,,1.407,0.4,1.13,1.882,0.738,0.778,235.529,0.371,3.436,0.118,1.0,1.177,2.5,0.0,3.39,3.16,3.73,3.89,6.04,2.02,1.29,,1.41,0,0,0,6403
484,2363.61,1554,1530,397,2258,294,92.8,84,0.591,0.8,3.36,2.01,1.22,0.6,0.48,0.45,0.28,11.35,1.11,jja,170.95,2.91,djf,312,0.133,0.059,0.515,0.0,0.0,0.015,3.29,3.07,0.69,0.15,0.83,0.77,0.84,0.65,0.46,0.078,0.11,0.509,0.309,0.182,0.118,0.019,mt,0.0,0.811,0.014,0.0,0.0,0.0,0.101,0.036,0.0,0.0,0.0,0.038,0.0,-12.7,0.025,211102,St. Georgen ob Judenburg,Mur,2367.5,700,4665006,2687916,AUT,STY,Mur,1981,1976,0,0.0,0.0,0.998,RL35075490,20449331.0,A,1,0,s,1.709,0.509,0.654,1.75,0.751,0.781,230.25,0.599,3.953,0.25,1.25,0.0,0.0,0.0,1.688,0.5,0.874,1.768,0.753,0.79,232.833,0.553,3.923,0.222,1.143,0.167,2.0,0.0,3.36,3.31,3.74,4.19,6.66,2.01,1.22,1.71,1.69,0,0,1,13514
485,24.571,1707,1717,228,1111,343,6.6,65,0.841,0.72,3.68,1.92,1.15,0.52,0.43,0.44,0.31,10.45,1.15,jja,164.75,2.81,djf,321,0.046,0.012,0.251,0.0,0.0,0.0,3.87,3.79,0.71,0.02,0.9,1.01,0.58,0.59,0.45,0.03,0.09,0.55,0.287,0.163,0.111,0.014,mt,0.0,0.862,0.0,0.0,0.0,0.0,0.138,0.0,0.0,0.0,0.0,0.0,0.0,-12.7,0.017,214775,Hinterwinkel,Pusterwaldbach,25.3,1226,4646646,2702588,AUT,STY,Mur,2007,2007,0,0.0,0.0,0.971,RL35077315,20445473.0,-,0,0,u,,,,,,,,,,,,,,,3.221,0.826,1.82,1.577,0.8,0.891,230.7,1.21,7.017,0.0,0.0,0.0,0.0,0.0,3.68,3.67,4.51,4.41,6.69,1.92,1.15,,3.22,0,0,0,4018
492,105.148,1227,1207,203,1026,299,11.8,224,0.979,0.74,3.65,2.1,1.73,0.58,0.61,0.42,0.21,10.35,1.22,jja,169.1,2.73,djf,312,0.024,0.046,0.772,0.0,0.0,0.003,3.94,3.67,0.71,0.17,0.79,0.7,0.68,0.33,0.49,0.069,0.06,0.338,0.412,0.25,0.124,0.019,sc,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.8,0.06,214536,Totes Weib,Muerz,103.7,847,4732273,2750172,AUT,STY,Mur,2003,2003,0,0.0,0.0,1.014,RL35083310,20434598.0,-,0,0,u,,,,,,,,,,,,,,,2.945,0.774,2.028,2.094,0.584,0.545,208.0,0.707,9.231,3.714,1.625,3.214,5.0,0.0,3.65,3.15,3.56,3.54,7.36,2.1,1.73,,2.95,0,0,0,5479
499,6214.4,1302,1254,423,2487,282,151.2,76,0.588,0.85,3.35,2.1,1.36,0.63,0.57,0.47,0.23,11.1,1.14,jja,165.35,2.84,djf,312,0.141,0.038,0.603,0.0,0.0,0.03,3.53,3.22,0.71,0.2,0.83,0.7,1.02,0.66,0.46,0.165,0.11,0.487,0.323,0.19,0.121,0.014,mt,0.0,0.67,0.005,0.0,0.0,0.0,0.196,0.095,0.0,0.0,0.02,0.014,0.0,-12.5,0.04,211292,Bruck an der Mur unter Muerz,Mur,6214.0,468,4719504,2713815,AUT,STY,Mur,1981,1976,0,0.0,0.0,1.0,RL35078851,20443438.0,"A,G",1,0,s,1.54,0.46,0.911,1.501,0.777,0.802,221.25,0.612,3.353,0.0,0.0,0.0,0.0,0.0,1.525,0.455,0.839,1.487,0.776,0.803,223.611,0.589,3.302,0.0,0.0,0.0,0.0,0.0,3.35,3.25,3.73,3.6,6.93,2.1,1.36,1.54,1.53,0,0,1,13514
500,117.546,994,966,303,1582,302,22.3,93,0.548,0.97,2.71,2.27,1.57,0.84,0.74,0.53,0.14,15.65,1.17,jja,205.25,3.2,djf,312,0.143,0.0,0.791,0.0,0.0,0.019,4.22,3.65,0.74,0.36,0.82,0.48,0.64,0.57,0.47,0.211,0.09,0.457,0.355,0.188,0.12,0.014,mt,0.0,0.616,0.0,0.0,0.0,0.0,0.268,0.0,0.0,0.0,0.0,0.116,0.0,-12.3,0.033,211649,Deutschfeistritz,Uebelbach,117.8,397,4725578,2691021,AUT,STY,Mur,1981,1981,0,0.0,0.0,0.998,RL35075848,20449335.0,G,0,0,m,1.151,0.425,0.02,1.708,0.719,0.728,209.25,0.351,2.94,1.3,2.889,7.6,15.2,0.0,1.161,0.426,0.715,1.717,0.703,0.713,214.889,0.323,2.95,1.889,2.833,5.972,7.414,0.0,2.71,2.9,3.02,2.84,7.13,2.27,1.57,1.15,1.16,0,0,1,13514
